Invoice No,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV00850,CUST054,2025-07-03 00:00:00,2025-09-01 00:00:00,23939.65,23939.65,0
INV00851,CUST087,2023-07-30 00:00:00,2023-09-28 00:00:00,15184.31,0,15184.31
INV00852,CUST057,2024-02-10 00:00:00,2024-03-26 00:00:00,18352.08,9176.04,9176.04
INV00853,CUST001,2024-10-25 00:00:00,2024-12-24 00:00:00,8226.41,0,8226.41
INV00854,CUST063,2024-06-25 00:00:00,2024-08-09 00:00:00,10132.1,7599.08,2533.02
INV00855,CUST054,2025-09-24 00:00:00,2025-11-08 00:00:00,6304.64,4728.48,1576.16
INV00856,CUST055,2025-07-15 00:00:00,2025-08-14 00:00:00,2875.66,1437.83,1437.83
INV00857,CUST115,2025-05-17 00:00:00,2025-06-16 00:00:00,4886.28,2443.14,2443.14
INV00858,CUST040,2023-01-19 00:00:00,2023-02-18 00:00:00,20039.09,20039.09,0
INV00859,CUST015,2024-03-07 00:00:00,2024-04-21 00:00:00,17099.87,0,17099.87
INV00860,CUST021,2025-01-09 00:00:00,2025-03-10 00:00:00,13899.76,0,13899.76
INV00861,CUST047,2023-07-02 00:00:00,2023-08-01 00:00:00,12139.7,0,12139.7
INV00862,CUST073,2023-04-23 00:00:00,2023-06-22 00:00:00,23099.64,23099.64,0
INV00863,CUST053,2024-04-25 00:00:00,2024-05-25 00:00:00,2282.01,570.5,1711.51
INV00864,CUST009,2025-04-10 00:00:00,2025-05-10 00:00:00,7374.72,5531.04,1843.68
INV00865,CUST074,2025-02-01 00:00:00,2025-03-18 00:00:00,9073.48,4536.74,4536.74
INV00866,CUST052,2024-04-20 00:00:00,2024-05-20 00:00:00,19669.43,0,19669.43
INV00867,CUST057,2025-02-01 00:00:00,2025-03-03 00:00:00,24816.61,0,24816.61
INV00868,CUST117,2025-08-28 00:00:00,2025-10-12 00:00:00,6396.43,0,6396.43
INV00869,CUST026,2025-10-16 00:00:00,2025-12-15 00:00:00,21920.53,5480.13,16440.4
INV00870,CUST041,2023-06-10 00:00:00,2023-07-10 00:00:00,20850.26,0,20850.26
INV00871,CUST035,2024-02-05 00:00:00,2024-03-21 00:00:00,6004.11,0,6004.11
INV00872,CUST063,2023-07-17 00:00:00,2023-08-16 00:00:00,10283.65,10283.65,0
INV00873,CUST116,2024-10-21 00:00:00,2024-12-05 00:00:00,10536.99,10536.99,0
INV00874,CUST025,2025-12-06 00:00:00,2026-02-04 00:00:00,24466.41,0,24466.41
INV00875,CUST090,2024-02-03 00:00:00,2024-04-03 00:00:00,4931.85,0,4931.85
INV00876,CUST075,2023-03-19 00:00:00,2023-05-03 00:00:00,20079.37,0,20079.37
INV00877,CUST038,2023-05-04 00:00:00,2023-06-18 00:00:00,8687.72,4343.86,4343.86
INV00878,CUST002,2023-03-16 00:00:00,2023-04-30 00:00:00,18406.32,18406.32,0
INV00879,CUST007,2023-05-17 00:00:00,2023-07-16 00:00:00,10790.27,0,10790.27
INV00880,CUST082,2024-08-24 00:00:00,2024-09-23 00:00:00,14669.81,0,14669.81
INV00881,CUST091,2025-04-16 00:00:00,2025-06-15 00:00:00,20898.99,15674.24,5224.75
INV00882,CUST034,2024-05-14 00:00:00,2024-06-28 00:00:00,20202.06,10101.03,10101.03
INV00883,CUST091,2023-05-18 00:00:00,2023-07-02 00:00:00,21727.37,0,21727.37
INV00884,CUST017,2023-02-19 00:00:00,2023-04-20 00:00:00,1960.62,980.31,980.31
INV00885,CUST043,2025-08-30 00:00:00,2025-10-14 00:00:00,17455.24,0,17455.24
INV00886,CUST059,2023-09-11 00:00:00,2023-11-10 00:00:00,3929.69,982.42,2947.27
INV00887,CUST108,2024-12-10 00:00:00,2025-01-24 00:00:00,10687.55,8015.66,2671.89
INV00888,CUST051,2024-07-16 00:00:00,2024-08-15 00:00:00,13940.42,13940.42,0
INV00889,CUST054,2025-01-26 00:00:00,2025-02-25 00:00:00,10367.12,2591.78,7775.34
INV00890,CUST024,2024-06-30 00:00:00,2024-08-14 00:00:00,13230.49,13230.49,0
INV00891,CUST025,2025-07-10 00:00:00,2025-09-08 00:00:00,24914.89,6228.72,18686.17
INV00892,CUST071,2024-08-03 00:00:00,2024-09-02 00:00:00,3812.82,2859.62,953.2
INV00893,CUST052,2023-02-18 00:00:00,2023-04-19 00:00:00,17048.67,4262.17,12786.5
INV00894,CUST070,2025-07-05 00:00:00,2025-08-19 00:00:00,10202.02,10202.02,0
INV00895,CUST117,2024-12-04 00:00:00,2025-02-02 00:00:00,3758.74,3758.74,0
INV00896,CUST088,2023-09-18 00:00:00,2023-10-18 00:00:00,4389.05,0,4389.05
INV00897,CUST033,2023-12-22 00:00:00,2024-02-20 00:00:00,23757.19,23757.19,0
INV00898,CUST049,2024-09-29 00:00:00,2024-11-28 00:00:00,22050.24,22050.24,0
INV00899,CUST029,2025-01-12 00:00:00,2025-02-26 00:00:00,22722.53,17041.9,5680.63
INV00900,CUST063,2025-10-06 00:00:00,2025-11-20 00:00:00,24792.55,0,24792.55
INV00901,CUST107,2025-07-19 00:00:00,2025-09-02 00:00:00,5603.73,5603.73,0
INV00902,CUST022,2024-10-02 00:00:00,2024-11-01 00:00:00,9208.26,9208.26,0
INV00903,CUST026,2025-03-02 00:00:00,2025-04-01 00:00:00,16895.87,0,16895.87
INV00904,CUST028,2024-09-03 00:00:00,2024-10-18 00:00:00,12353.16,12353.16,0
INV00905,CUST114,2025-03-19 00:00:00,2025-05-03 00:00:00,10750.54,0,10750.54
INV00906,CUST085,2024-11-16 00:00:00,2024-12-16 00:00:00,9266.38,0,9266.38
INV00907,CUST049,2023-07-07 00:00:00,2023-08-06 00:00:00,15047.63,7523.82,7523.81
INV00908,CUST071,2025-09-11 00:00:00,2025-10-11 00:00:00,14602.04,7301.02,7301.02
INV00909,CUST081,2024-07-01 00:00:00,2024-07-31 00:00:00,4455.72,2227.86,2227.86
INV00910,CUST084,2024-12-25 00:00:00,2025-02-08 00:00:00,12057.63,0,12057.63
INV00911,CUST105,2025-07-14 00:00:00,2025-08-13 00:00:00,14060.06,14060.06,0
INV00912,CUST049,2025-05-25 00:00:00,2025-07-09 00:00:00,14472.03,0,14472.03
INV00913,CUST020,2024-09-09 00:00:00,2024-11-08 00:00:00,5647.63,0,5647.63
INV00914,CUST118,2024-02-18 00:00:00,2024-04-18 00:00:00,18685.65,0,18685.65
INV00915,CUST086,2025-06-21 00:00:00,2025-07-21 00:00:00,1117.38,558.69,558.69
INV00916,CUST092,2023-06-12 00:00:00,2023-08-11 00:00:00,9193.38,9193.38,0
INV00917,CUST063,2023-09-27 00:00:00,2023-11-26 00:00:00,19615.21,9807.6,9807.61
INV00918,CUST061,2024-09-23 00:00:00,2024-11-22 00:00:00,14315.38,14315.38,0
INV00919,CUST104,2025-06-24 00:00:00,2025-07-24 00:00:00,6898.48,0,6898.48
INV00920,CUST049,2023-07-24 00:00:00,2023-08-23 00:00:00,17526.35,8763.17,8763.18
INV00921,CUST071,2024-08-04 00:00:00,2024-10-03 00:00:00,14401.08,3600.27,10800.81
INV00922,CUST001,2025-04-20 00:00:00,2025-06-04 00:00:00,20007.97,5001.99,15005.98
INV00923,CUST096,2024-08-18 00:00:00,2024-10-17 00:00:00,18508.12,0,18508.12
INV00924,CUST013,2023-09-07 00:00:00,2023-10-07 00:00:00,15447.64,7723.82,7723.82
INV00925,CUST094,2025-05-24 00:00:00,2025-06-23 00:00:00,12460.35,6230.18,6230.17
INV00926,CUST087,2023-07-15 00:00:00,2023-08-14 00:00:00,3762.96,2822.22,940.74
INV00927,CUST051,2024-11-20 00:00:00,2025-01-19 00:00:00,6902.66,1725.66,5177
INV00928,CUST056,2025-12-29 00:00:00,2026-02-12 00:00:00,10767.94,0,10767.94
INV00929,CUST083,2024-09-30 00:00:00,2024-10-30 00:00:00,15182.83,7591.42,7591.41
INV00930,CUST062,2024-11-02 00:00:00,2024-12-02 00:00:00,13085.84,0,13085.84
INV00931,CUST032,2025-08-01 00:00:00,2025-09-30 00:00:00,7560.52,7560.52,0
INV00932,CUST030,2023-07-18 00:00:00,2023-09-01 00:00:00,658.38,329.19,329.19
INV00933,CUST029,2024-05-06 00:00:00,2024-07-05 00:00:00,12657.86,0,12657.86
INV00934,CUST049,2025-06-14 00:00:00,2025-07-14 00:00:00,7497.84,7497.84,0
INV00935,CUST045,2023-05-22 00:00:00,2023-07-06 00:00:00,18497.9,9248.95,9248.95
INV00936,CUST093,2023-06-14 00:00:00,2023-07-29 00:00:00,1086.68,0,1086.68
INV00937,CUST030,2023-11-10 00:00:00,2023-12-10 00:00:00,14828.28,7414.14,7414.14
INV00938,CUST016,2023-01-21 00:00:00,2023-03-07 00:00:00,23566.12,0,23566.12
INV00939,CUST040,2025-09-10 00:00:00,2025-10-25 00:00:00,4773.03,4773.03,0
INV00940,CUST019,2023-11-01 00:00:00,2023-12-31 00:00:00,12055.41,12055.41,0
INV00941,CUST018,2024-01-06 00:00:00,2024-02-05 00:00:00,2739.84,2739.84,0
INV00942,CUST001,2025-05-02 00:00:00,2025-06-01 00:00:00,15829.21,7914.6,7914.61
INV00943,CUST078,2024-01-19 00:00:00,2024-02-18 00:00:00,13988.03,3497.01,10491.02
INV00944,CUST115,2024-03-20 00:00:00,2024-04-19 00:00:00,10480.46,7860.34,2620.12
INV00945,CUST047,2024-02-29 00:00:00,2024-03-30 00:00:00,13273.74,0,13273.74
INV00946,CUST114,2023-06-10 00:00:00,2023-07-25 00:00:00,22466.08,11233.04,11233.04
INV00947,CUST066,2024-09-20 00:00:00,2024-11-19 00:00:00,5309.21,2654.6,2654.61
INV00948,CUST118,2025-06-13 00:00:00,2025-07-13 00:00:00,1052.83,0,1052.83
INV00949,CUST092,2024-05-04 00:00:00,2024-07-03 00:00:00,21610.79,5402.7,16208.09
INV00950,CUST113,2025-10-13 00:00:00,2025-12-12 00:00:00,14639.37,14639.37,0
INV00951,CUST114,2023-11-23 00:00:00,2024-01-07 00:00:00,22321.13,22321.13,0
INV00952,CUST094,2024-08-20 00:00:00,2024-09-19 00:00:00,15125.16,0,15125.16
INV00953,CUST038,2025-10-11 00:00:00,2025-11-25 00:00:00,20348.95,0,20348.95
INV00954,CUST051,2023-10-16 00:00:00,2023-11-15 00:00:00,11027,0,11027
INV00955,CUST063,2024-08-15 00:00:00,2024-09-29 00:00:00,18871.57,18871.57,0
INV00956,CUST004,2024-07-26 00:00:00,2024-09-24 00:00:00,22869.52,0,22869.52
INV00957,CUST001,2023-01-28 00:00:00,2023-02-27 00:00:00,14517.01,10887.76,3629.25
INV00958,CUST008,2025-08-11 00:00:00,2025-10-10 00:00:00,4929.24,0,4929.24
INV00959,CUST029,2023-02-12 00:00:00,2023-04-13 00:00:00,7085.54,3542.77,3542.77
INV00960,CUST055,2024-02-27 00:00:00,2024-04-12 00:00:00,5366.79,1341.7,4025.09
INV00961,CUST103,2023-06-26 00:00:00,2023-07-26 00:00:00,6548,4911,1637
INV00962,CUST003,2024-06-12 00:00:00,2024-08-11 00:00:00,8007.18,0,8007.18
INV00963,CUST032,2025-08-23 00:00:00,2025-10-07 00:00:00,14100.78,7050.39,7050.39
INV00964,CUST010,2023-07-17 00:00:00,2023-08-16 00:00:00,14905.79,0,14905.79
INV00965,CUST074,2024-09-01 00:00:00,2024-10-01 00:00:00,10949.24,8211.93,2737.31
INV00966,CUST083,2025-04-21 00:00:00,2025-06-20 00:00:00,15577.81,15577.81,0
INV00967,CUST110,2025-05-02 00:00:00,2025-06-01 00:00:00,2498.59,0,2498.59
INV00968,CUST034,2023-01-22 00:00:00,2023-03-23 00:00:00,2650.81,2650.81,0
INV00969,CUST097,2025-12-16 00:00:00,2026-01-15 00:00:00,4709.82,2354.91,2354.91
INV00970,CUST087,2025-12-25 00:00:00,2026-02-08 00:00:00,13192.9,0,13192.9
INV00971,CUST055,2025-04-21 00:00:00,2025-06-20 00:00:00,5742.87,1435.72,4307.15
INV00972,CUST092,2023-04-08 00:00:00,2023-06-07 00:00:00,7440.47,0,7440.47
INV00973,CUST032,2024-03-10 00:00:00,2024-04-09 00:00:00,10307.66,7730.74,2576.92
INV00974,CUST050,2024-09-28 00:00:00,2024-10-28 00:00:00,20390.72,15293.04,5097.68
INV00975,CUST007,2024-08-10 00:00:00,2024-10-09 00:00:00,839.62,0,839.62
INV00976,CUST093,2023-12-10 00:00:00,2024-01-09 00:00:00,16409.78,8204.89,8204.89
INV00977,CUST008,2024-07-24 00:00:00,2024-09-07 00:00:00,16887.48,16887.48,0
INV00978,CUST065,2024-09-02 00:00:00,2024-10-02 00:00:00,20067.07,20067.07,0
INV00979,CUST057,2023-08-31 00:00:00,2023-10-15 00:00:00,23352.45,11676.22,11676.23
INV00980,CUST119,2024-07-14 00:00:00,2024-08-28 00:00:00,993.38,993.38,0
INV00981,CUST067,2025-08-17 00:00:00,2025-10-01 00:00:00,4267.7,2133.85,2133.85
INV00982,CUST088,2023-02-01 00:00:00,2023-03-18 00:00:00,22211.2,5552.8,16658.4
INV00983,CUST087,2024-01-26 00:00:00,2024-03-11 00:00:00,11733.7,11733.7,0
INV00984,CUST059,2023-10-04 00:00:00,2023-11-03 00:00:00,14332.47,3583.12,10749.35
INV00985,CUST072,2024-06-15 00:00:00,2024-07-30 00:00:00,16744.17,4186.04,12558.13
INV00986,CUST054,2024-01-18 00:00:00,2024-02-17 00:00:00,17137.13,4284.28,12852.85
INV00987,CUST111,2025-12-27 00:00:00,2026-02-10 00:00:00,23327.64,23327.64,0
INV00988,CUST101,2025-06-02 00:00:00,2025-08-01 00:00:00,24925.26,24925.26,0
INV00989,CUST067,2023-08-02 00:00:00,2023-09-16 00:00:00,18143.86,4535.96,13607.9
INV00990,CUST051,2024-01-11 00:00:00,2024-03-11 00:00:00,7536.92,0,7536.92
INV00991,CUST097,2025-01-13 00:00:00,2025-02-27 00:00:00,22053.93,5513.48,16540.45
INV00992,CUST092,2023-08-01 00:00:00,2023-09-15 00:00:00,1705.91,852.96,852.95
INV00993,CUST111,2023-03-20 00:00:00,2023-05-04 00:00:00,6161.48,0,6161.48
INV00994,CUST008,2024-09-19 00:00:00,2024-11-18 00:00:00,22485.95,16864.46,5621.49
INV00995,CUST034,2024-08-26 00:00:00,2024-10-25 00:00:00,6776.69,1694.17,5082.52
INV00996,CUST035,2025-02-20 00:00:00,2025-04-06 00:00:00,5905.95,0,5905.95
INV00997,CUST096,2025-09-27 00:00:00,2025-10-27 00:00:00,3884.07,0,3884.07
INV00998,CUST088,2024-11-10 00:00:00,2024-12-25 00:00:00,21548.24,0,21548.24
INV00999,CUST078,2023-02-27 00:00:00,2023-04-28 00:00:00,12751.43,12751.43,0
INV01000,CUST032,2025-11-15 00:00:00,2025-12-30 00:00:00,17034.88,0,17034.88
INV01001,CUST120,2025-05-30 00:00:00,2025-07-29 00:00:00,6357.13,0,6357.13
INV01002,CUST046,2024-03-22 00:00:00,2024-05-21 00:00:00,19071.99,4768,14303.99
INV01003,CUST107,2023-03-07 00:00:00,2023-05-06 00:00:00,19120.14,0,19120.14
INV01004,CUST016,2025-12-03 00:00:00,2026-01-17 00:00:00,8158.65,0,8158.65
INV01005,CUST068,2025-10-08 00:00:00,2025-12-07 00:00:00,10561.72,0,10561.72
INV01006,CUST116,2023-08-15 00:00:00,2023-10-14 00:00:00,5637.41,2818.7,2818.71
INV01007,CUST037,2025-02-12 00:00:00,2025-03-29 00:00:00,24425.75,12212.88,12212.87
INV01008,CUST054,2024-11-09 00:00:00,2025-01-08 00:00:00,16317.26,4079.32,12237.94
INV01009,CUST085,2024-08-23 00:00:00,2024-10-07 00:00:00,23396.33,5849.08,17547.25
INV01010,CUST014,2024-01-14 00:00:00,2024-03-14 00:00:00,7932.95,7932.95,0
INV01011,CUST095,2024-12-09 00:00:00,2025-01-08 00:00:00,19656.33,4914.08,14742.25
INV01012,CUST055,2023-11-03 00:00:00,2023-12-03 00:00:00,19263.54,0,19263.54
INV01013,CUST048,2025-02-17 00:00:00,2025-04-18 00:00:00,17445.56,0,17445.56
INV01014,CUST082,2024-05-18 00:00:00,2024-06-17 00:00:00,24158.15,6039.54,18118.61
INV01015,CUST007,2023-09-25 00:00:00,2023-11-09 00:00:00,10142.11,7606.58,2535.53
INV01016,CUST074,2023-01-08 00:00:00,2023-02-07 00:00:00,3702.57,0,3702.57
INV01017,CUST007,2024-05-22 00:00:00,2024-07-21 00:00:00,16956.87,12717.65,4239.22
INV01018,CUST033,2024-04-20 00:00:00,2024-06-19 00:00:00,18368.09,0,18368.09
INV01019,CUST023,2023-06-13 00:00:00,2023-07-28 00:00:00,14588.98,3647.24,10941.74
INV01020,CUST085,2024-04-29 00:00:00,2024-06-28 00:00:00,5567.04,4175.28,1391.76
INV01021,CUST019,2025-12-31 00:00:00,2026-02-14 00:00:00,12859.17,0,12859.17
INV01022,CUST112,2024-07-20 00:00:00,2024-08-19 00:00:00,8148.65,4074.32,4074.33
INV01023,CUST019,2025-06-23 00:00:00,2025-07-23 00:00:00,10972.93,0,10972.93
INV01024,CUST036,2024-07-12 00:00:00,2024-08-26 00:00:00,16307.86,12230.9,4076.96
INV01025,CUST029,2023-08-26 00:00:00,2023-10-10 00:00:00,18757.76,0,18757.76
INV01026,CUST060,2024-07-07 00:00:00,2024-09-05 00:00:00,6189.5,6189.5,0
INV01027,CUST082,2025-04-07 00:00:00,2025-05-07 00:00:00,10430.47,0,10430.47
INV01028,CUST002,2024-04-12 00:00:00,2024-05-27 00:00:00,7094.46,7094.46,0
INV01029,CUST001,2024-01-21 00:00:00,2024-02-20 00:00:00,5366.47,1341.62,4024.85
INV01030,CUST047,2025-02-13 00:00:00,2025-03-30 00:00:00,19692.99,14769.74,4923.25
INV01031,CUST069,2025-04-27 00:00:00,2025-05-27 00:00:00,22776.69,0,22776.69
INV01032,CUST020,2024-01-22 00:00:00,2024-03-22 00:00:00,9570.69,9570.69,0
INV01033,CUST011,2025-05-26 00:00:00,2025-06-25 00:00:00,18906.33,0,18906.33
INV01034,CUST106,2023-09-16 00:00:00,2023-10-16 00:00:00,22476.38,0,22476.38
INV01035,CUST002,2023-10-10 00:00:00,2023-11-09 00:00:00,21230.04,5307.51,15922.53
INV01036,CUST067,2023-02-09 00:00:00,2023-03-11 00:00:00,4978.93,0,4978.93
INV01037,CUST087,2024-04-30 00:00:00,2024-05-30 00:00:00,23929.15,0,23929.15
INV01038,CUST119,2025-07-17 00:00:00,2025-09-15 00:00:00,9728.57,9728.57,0
INV01039,CUST012,2023-08-08 00:00:00,2023-09-22 00:00:00,8811.4,8811.4,0
INV01040,CUST020,2025-10-11 00:00:00,2025-11-10 00:00:00,2029.57,507.39,1522.18
INV01041,CUST005,2025-10-20 00:00:00,2025-12-19 00:00:00,12411.25,12411.25,0
INV01042,CUST037,2024-09-04 00:00:00,2024-10-04 00:00:00,3170.83,1585.42,1585.41
INV01043,CUST038,2025-07-16 00:00:00,2025-08-15 00:00:00,6589.23,0,6589.23
INV01044,CUST094,2024-11-18 00:00:00,2025-01-02 00:00:00,8265.09,6198.82,2066.27
INV01045,CUST009,2024-09-04 00:00:00,2024-10-04 00:00:00,20316.24,10158.12,10158.12
INV01046,CUST098,2023-09-17 00:00:00,2023-11-16 00:00:00,21949.47,21949.47,0
INV01047,CUST053,2025-09-16 00:00:00,2025-11-15 00:00:00,7910.42,0,7910.42
INV01048,CUST044,2025-08-23 00:00:00,2025-10-07 00:00:00,21538.1,10769.05,10769.05
INV01049,CUST099,2024-01-01 00:00:00,2024-01-31 00:00:00,21502.16,0,21502.16
INV01050,CUST116,2024-06-27 00:00:00,2024-08-26 00:00:00,19233.95,0,19233.95
INV01051,CUST086,2024-10-10 00:00:00,2024-11-09 00:00:00,4094.03,0,4094.03
INV01052,CUST108,2025-03-24 00:00:00,2025-04-23 00:00:00,17412.91,17412.91,0
INV01053,CUST024,2025-11-05 00:00:00,2025-12-05 00:00:00,23653.09,23653.09,0
INV01054,CUST081,2024-07-28 00:00:00,2024-09-11 00:00:00,17222.24,12916.68,4305.56
INV01055,CUST074,2025-10-09 00:00:00,2025-11-08 00:00:00,8624.61,4312.3,4312.31
INV01056,CUST030,2024-10-31 00:00:00,2024-12-30 00:00:00,12764.19,0,12764.19
INV01057,CUST120,2023-09-26 00:00:00,2023-10-26 00:00:00,16320.26,0,16320.26
INV01058,CUST059,2025-07-12 00:00:00,2025-09-10 00:00:00,13008.98,0,13008.98
INV01059,CUST110,2023-09-04 00:00:00,2023-10-04 00:00:00,3438.85,859.71,2579.14
INV01060,CUST087,2023-05-11 00:00:00,2023-07-10 00:00:00,8145.57,6109.18,2036.39
INV01061,CUST096,2023-12-19 00:00:00,2024-02-17 00:00:00,20158.7,10079.35,10079.35
INV01062,CUST081,2023-07-15 00:00:00,2023-08-14 00:00:00,21604.74,0,21604.74
INV01063,CUST114,2025-07-18 00:00:00,2025-08-17 00:00:00,3863.85,0,3863.85
INV01064,CUST115,2025-10-18 00:00:00,2025-12-17 00:00:00,23833.48,0,23833.48
INV01065,CUST081,2024-10-06 00:00:00,2024-11-20 00:00:00,8556.15,2139.04,6417.11
INV01066,CUST014,2023-08-15 00:00:00,2023-09-14 00:00:00,16726.69,16726.69,0
INV01067,CUST009,2024-12-01 00:00:00,2025-01-15 00:00:00,18919.72,9459.86,9459.86
INV01068,CUST040,2023-09-22 00:00:00,2023-10-22 00:00:00,20392.68,20392.68,0
INV01069,CUST066,2024-10-07 00:00:00,2024-11-06 00:00:00,23670.87,5917.72,17753.15
INV01070,CUST109,2023-07-30 00:00:00,2023-08-29 00:00:00,8166.53,2041.63,6124.9
INV01071,CUST025,2025-07-31 00:00:00,2025-08-30 00:00:00,21533.41,0,21533.41
INV01072,CUST103,2024-04-01 00:00:00,2024-05-16 00:00:00,3726.33,3726.33,0
INV01073,CUST073,2024-12-25 00:00:00,2025-01-24 00:00:00,17773.5,13330.12,4443.38
INV01074,CUST118,2025-09-08 00:00:00,2025-11-07 00:00:00,18678.45,0,18678.45
INV01075,CUST022,2024-08-10 00:00:00,2024-10-09 00:00:00,17104.22,8552.11,8552.11
INV01076,CUST107,2024-04-20 00:00:00,2024-06-04 00:00:00,6681.71,1670.43,5011.28
INV01077,CUST110,2025-09-12 00:00:00,2025-10-12 00:00:00,21889.56,10944.78,10944.78
INV01078,CUST004,2023-06-05 00:00:00,2023-08-04 00:00:00,4637.03,4637.03,0
INV01079,CUST026,2023-07-09 00:00:00,2023-08-23 00:00:00,1814.05,907.02,907.03
INV01080,CUST058,2025-09-07 00:00:00,2025-10-07 00:00:00,18077.89,9038.94,9038.95
INV01081,CUST029,2024-06-29 00:00:00,2024-08-28 00:00:00,12149.16,0,12149.16
INV01082,CUST109,2023-02-10 00:00:00,2023-04-11 00:00:00,21302.9,0,21302.9
INV01083,CUST098,2023-11-03 00:00:00,2023-12-18 00:00:00,9893.23,0,9893.23
INV01084,CUST087,2025-07-31 00:00:00,2025-08-30 00:00:00,4622.83,0,4622.83
INV01085,CUST037,2023-12-04 00:00:00,2024-01-03 00:00:00,20992.83,15744.62,5248.21
INV01086,CUST075,2025-08-10 00:00:00,2025-10-09 00:00:00,13948.29,10461.22,3487.07
INV01087,CUST070,2023-10-06 00:00:00,2023-12-05 00:00:00,5135.3,0,5135.3
INV01088,CUST018,2025-06-14 00:00:00,2025-08-13 00:00:00,18149.41,18149.41,0
INV01089,CUST085,2023-09-30 00:00:00,2023-10-30 00:00:00,13022.28,0,13022.28
INV01090,CUST042,2025-04-16 00:00:00,2025-05-31 00:00:00,15305.67,0,15305.67
INV01091,CUST100,2024-09-11 00:00:00,2024-10-26 00:00:00,11792.01,0,11792.01
INV01092,CUST041,2025-05-11 00:00:00,2025-06-10 00:00:00,20803.37,5200.84,15602.53
INV01093,CUST038,2025-07-19 00:00:00,2025-09-02 00:00:00,20824.29,0,20824.29
INV01094,CUST034,2023-10-16 00:00:00,2023-12-15 00:00:00,17880.03,4470.01,13410.02
INV01095,CUST017,2024-12-24 00:00:00,2025-02-07 00:00:00,3082.33,770.58,2311.75
INV01096,CUST037,2025-06-11 00:00:00,2025-07-26 00:00:00,21051.92,21051.92,0
INV01097,CUST025,2023-09-29 00:00:00,2023-11-13 00:00:00,16939.82,0,16939.82
INV01098,CUST102,2025-12-25 00:00:00,2026-02-23 00:00:00,17577.09,0,17577.09
INV01099,CUST076,2024-04-27 00:00:00,2024-05-27 00:00:00,9393.08,0,9393.08
INV01100,CUST087,2025-07-24 00:00:00,2025-09-22 00:00:00,22042.35,11021.18,11021.17
INV01101,CUST117,2023-09-05 00:00:00,2023-10-05 00:00:00,18271.6,0,18271.6
INV01102,CUST106,2023-06-05 00:00:00,2023-07-05 00:00:00,3258.47,3258.47,0
INV01103,CUST086,2025-12-06 00:00:00,2026-01-05 00:00:00,10490.56,5245.28,5245.28
INV01104,CUST085,2024-03-29 00:00:00,2024-05-13 00:00:00,22216.32,11108.16,11108.16
INV01105,CUST027,2023-07-20 00:00:00,2023-09-03 00:00:00,1656.32,828.16,828.16
INV01106,CUST057,2023-05-04 00:00:00,2023-06-03 00:00:00,24054.71,0,24054.71
INV01107,CUST031,2023-01-01 00:00:00,2023-01-31 00:00:00,17139.48,0,17139.48
INV01108,CUST006,2025-08-25 00:00:00,2025-10-09 00:00:00,15968.71,0,15968.71
INV01109,CUST091,2025-05-04 00:00:00,2025-07-03 00:00:00,7128.7,3564.35,3564.35
INV01110,CUST040,2024-10-01 00:00:00,2024-10-31 00:00:00,6595.4,0,6595.4
INV01111,CUST098,2023-07-10 00:00:00,2023-09-08 00:00:00,23580.43,0,23580.43
INV01112,CUST012,2024-05-30 00:00:00,2024-07-14 00:00:00,7807.68,7807.68,0
INV01113,CUST109,2024-03-17 00:00:00,2024-04-16 00:00:00,19499.88,0,19499.88
INV01114,CUST053,2023-05-23 00:00:00,2023-07-22 00:00:00,10131.48,10131.48,0
INV01115,CUST071,2024-06-16 00:00:00,2024-08-15 00:00:00,3911.72,2933.79,977.93
INV01116,CUST010,2023-08-15 00:00:00,2023-10-14 00:00:00,762.52,0,762.52
INV01117,CUST045,2025-08-06 00:00:00,2025-09-20 00:00:00,13834.3,0,13834.3
INV01118,CUST017,2024-04-04 00:00:00,2024-05-19 00:00:00,24406.58,0,24406.58
INV01119,CUST026,2024-07-04 00:00:00,2024-09-02 00:00:00,9543.84,4771.92,4771.92
INV01120,CUST085,2024-01-28 00:00:00,2024-03-28 00:00:00,9251.21,4625.6,4625.61
INV01121,CUST092,2025-04-24 00:00:00,2025-06-08 00:00:00,8930.24,6697.68,2232.56
INV01122,CUST062,2023-07-29 00:00:00,2023-09-27 00:00:00,13253.32,13253.32,0
INV01123,CUST046,2024-10-07 00:00:00,2024-12-06 00:00:00,11296.29,5648.14,5648.15
INV01124,CUST064,2023-08-07 00:00:00,2023-09-21 00:00:00,22057.91,0,22057.91
INV01125,CUST002,2024-02-11 00:00:00,2024-04-11 00:00:00,12885.26,0,12885.26
INV01126,CUST054,2025-06-06 00:00:00,2025-08-05 00:00:00,12940.07,12940.07,0
INV01127,CUST107,2024-07-11 00:00:00,2024-09-09 00:00:00,3890.1,0,3890.1
INV01128,CUST065,2024-07-03 00:00:00,2024-08-17 00:00:00,24577.12,0,24577.12
INV01129,CUST051,2023-05-22 00:00:00,2023-07-21 00:00:00,6624.34,4968.26,1656.08
INV01130,CUST053,2024-09-03 00:00:00,2024-10-18 00:00:00,2297.42,574.36,1723.06
INV01131,CUST036,2024-05-15 00:00:00,2024-06-29 00:00:00,16747.08,16747.08,0
INV01132,CUST115,2025-04-19 00:00:00,2025-05-19 00:00:00,15086.48,7543.24,7543.24
INV01133,CUST026,2024-12-02 00:00:00,2025-01-01 00:00:00,10671.07,0,10671.07
