InvoiceNo,SalesRepID,OrderDate,InvoiceDate,DueDate,InvoiceAmount,AmountPaid,OutstandingAmount,PaymentStatus
INV00809,SR011,2025-05-05,2025-05-09,2025-06-08,594.22,146.28,447.94,Partially Paid
INV00810,SR008,2024-12-30,2025-01-03,2025-02-17,16882.15,2267.37,14614.78,Partially Paid
INV00811,SR024,2024-06-18,2024-06-22,2024-08-06,9184.48,7115.83,2068.65,Partially Paid
INV00812,SR016,2024-10-09,2024-10-10,2024-11-09,13088.26,1072.89,12015.37,Partially Paid
INV00813,SR009,2025-03-15,2025-03-17,2025-05-16,4330.42,3176.56,1153.86,Partially Paid
INV00814,SR021,2024-02-09,2024-02-10,2024-03-11,17066.95,10779.94,6287.01,Partially Paid
INV00815,SR019,2024-10-23,2024-10-27,2024-12-26,4648.83,170.41,4478.42,Partially Paid
INV00816,SR009,2024-10-05,2024-10-10,2024-11-24,13251.21,1969.57,11281.64,Partially Paid
INV00817,SR013,2024-04-24,2024-04-29,2024-06-28,17214.7,2304.73,14909.97,Partially Paid
INV00818,SR017,2024-09-18,2024-09-19,2024-11-03,7595.38,80.45,7514.93,Partially Paid
INV00819,SR008,2025-03-10,2025-03-15,2025-05-14,3733.95,1919.76,1814.19,Partially Paid
INV00820,SR015,2024-03-22,2024-03-24,2024-05-23,18999.88,12528.77,6471.11,Partially Paid
INV00821,SR005,2025-01-11,2025-01-15,2025-03-01,1288.19,980.92,307.27,Partially Paid
INV00822,SR008,2024-02-02,2024-02-05,2024-03-21,5063.36,3385.29,1678.07,Partially Paid
INV00823,SR017,2025-04-09,2025-04-12,2025-05-27,9658.65,4391.24,5267.41,Partially Paid
INV00824,SR002,2024-01-21,2024-01-24,2024-02-23,14222.86,7415.41,6807.45,Partially Paid
INV00825,SR009,2025-03-03,2025-03-06,2025-05-05,11114.83,1932.31,9182.52,Partially Paid
INV00826,SR021,2024-07-12,2024-07-15,2024-09-13,13240.06,11061.66,2178.4,Partially Paid
INV00827,SR017,2024-05-08,2024-05-12,2024-06-11,10569.25,3729.87,6839.38,Partially Paid
INV00828,SR012,2024-09-06,2024-09-10,2024-11-09,628.65,554.49,74.16,Partially Paid
INV00829,SR015,2024-03-25,2024-03-27,2024-04-26,10533.55,2957.92,7575.63,Partially Paid
INV00830,SR005,2024-04-05,2024-04-07,2024-05-22,12239.4,9999.04,2240.36,Partially Paid
INV00831,SR022,2024-04-27,2024-05-01,2024-06-15,14544.99,7003.65,7541.34,Partially Paid
INV00832,SR016,2024-09-02,2024-09-04,2024-11-03,3644.3,3037.03,607.27,Partially Paid
INV00833,SR001,2024-05-04,2024-05-05,2024-06-04,11682.99,1882.47,9800.52,Partially Paid
INV00834,SR021,2024-09-19,2024-09-20,2024-11-19,3363.87,559.55,2804.32,Partially Paid
INV00835,SR006,2024-09-21,2024-09-25,2024-11-24,19400.25,12370.04,7030.21,Partially Paid
INV00836,SR024,2025-01-07,2025-01-10,2025-02-09,4723.57,2864.97,1858.6,Partially Paid
INV00837,SR016,2025-03-20,2025-03-24,2025-04-23,4777.59,1962.48,2815.11,Partially Paid
INV00838,SR005,2025-02-10,2025-02-15,2025-03-17,12652.63,6463.03,6189.6,Partially Paid
INV00839,SR006,2025-01-05,2025-01-08,2025-02-22,12132.4,835.23,11297.17,Partially Paid
INV00840,SR013,2024-07-16,2024-07-18,2024-08-17,822.97,430.18,392.79,Partially Paid
INV00841,SR017,2024-12-16,2024-12-20,2025-01-19,12307.46,2183.62,10123.84,Partially Paid
INV00842,SR020,2024-11-03,2024-11-04,2025-01-03,10314.92,1212.17,9102.75,Partially Paid
INV00843,SR016,2024-12-03,2024-12-05,2025-02-03,11016.08,13.22,11002.86,Partially Paid
INV00844,SR025,2024-12-13,2024-12-17,2025-02-15,8703.34,7613.89,1089.45,Partially Paid
INV00845,SR023,2024-09-28,2024-10-02,2024-11-01,18799.22,9063.54,9735.68,Partially Paid
INV00846,SR025,2024-07-14,2024-07-17,2024-09-15,16190.11,14698.34,1491.77,Partially Paid
INV00847,SR023,2024-10-21,2024-10-22,2024-12-06,3110.72,1484.25,1626.47,Partially Paid
INV00848,SR008,2025-04-10,2025-04-11,2025-05-26,12166.7,6615.41,5551.29,Partially Paid
INV00849,SR009,2024-04-06,2024-04-07,2024-06-06,15001.09,106.72,14894.37,Partially Paid
INV00850,SR017,2024-03-01,2024-03-06,2024-04-05,7813.08,1604.95,6208.13,Partially Paid
INV00851,SR011,2024-07-28,2024-07-31,2024-08-30,3518.18,2292.36,1225.82,Partially Paid
INV00852,SR009,2024-05-13,2024-05-18,2024-07-02,11511.07,7043.4,4467.67,Partially Paid
INV00853,SR022,2024-07-22,2024-07-24,2024-09-07,11266.05,6281.53,4984.52,Partially Paid
INV00854,SR006,2024-07-08,2024-07-13,2024-09-11,9933.32,9819.17,114.15,Partially Paid
INV00855,SR019,2024-06-25,2024-06-29,2024-08-28,3192.34,2757.64,434.7,Partially Paid
INV00856,SR004,2025-01-17,2025-01-19,2025-03-05,15770.63,14970.19,800.44,Partially Paid
INV00857,SR004,2024-04-19,2024-04-24,2024-06-08,15828.58,12676.38,3152.2,Partially Paid
INV00858,SR020,2024-12-22,2024-12-23,2025-01-22,8087.52,5142.66,2944.86,Partially Paid
INV00859,SR003,2025-02-25,2025-02-27,2025-04-13,18554.3,8078.12,10476.18,Partially Paid
INV00860,SR003,2024-05-14,2024-05-16,2024-06-30,2060.77,77.81,1982.96,Partially Paid
INV00861,SR013,2025-04-21,2025-04-25,2025-06-24,13295.42,3808.73,9486.69,Partially Paid
INV00862,SR020,2024-01-30,2024-02-01,2024-04-01,10140.18,108.61,10031.57,Partially Paid
INV00863,SR022,2025-04-21,2025-04-26,2025-06-10,4297.56,3369.11,928.45,Partially Paid
INV00864,SR017,2024-09-21,2024-09-23,2024-11-22,3804.92,137.21,3667.71,Partially Paid
INV00865,SR008,2024-12-01,2024-12-02,2025-01-01,2193.43,605.25,1588.18,Partially Paid
INV00866,SR013,2024-06-29,2024-07-03,2024-08-17,11928.56,6175.92,5752.64,Partially Paid
INV00867,SR024,2024-12-26,2024-12-27,2025-01-26,11217.06,8145.14,3071.92,Partially Paid
INV00868,SR018,2025-04-13,2025-04-18,2025-06-02,7275.76,5933.49,1342.27,Partially Paid
INV00869,SR008,2024-11-06,2024-11-08,2024-12-23,18629.42,10710.18,7919.24,Partially Paid
INV00870,SR009,2024-03-30,2024-04-03,2024-06-02,2576.07,186.47,2389.6,Partially Paid
INV00871,SR010,2024-06-23,2024-06-24,2024-08-23,19155.83,16782.67,2373.16,Partially Paid
INV00872,SR019,2024-05-08,2024-05-12,2024-06-26,11481.79,8840.6,2641.19,Partially Paid
INV00873,SR025,2024-06-22,2024-06-26,2024-08-25,9484.05,5565.49,3918.56,Partially Paid
INV00874,SR001,2024-09-03,2024-09-04,2024-10-19,1817.31,1151.56,665.75,Partially Paid
INV00875,SR008,2024-12-12,2024-12-14,2025-01-28,8542.31,3016.26,5526.05,Partially Paid
INV00876,SR018,2024-01-05,2024-01-08,2024-02-07,6102.15,2434.33,3667.82,Partially Paid
INV00877,SR024,2025-02-24,2025-02-27,2025-03-29,11313.75,2019.34,9294.41,Partially Paid
INV00878,SR011,2024-06-30,2024-07-02,2024-08-31,5746.98,5443.07,303.91,Partially Paid
INV00879,SR022,2025-04-21,2025-04-23,2025-06-07,14873.69,3493.26,11380.43,Partially Paid
INV00880,SR008,2025-03-22,2025-03-25,2025-04-24,4969.55,4149.28,820.27,Partially Paid
INV00881,SR020,2024-07-01,2024-07-03,2024-08-02,2837.63,222.72,2614.91,Partially Paid
INV00882,SR022,2024-09-09,2024-09-14,2024-10-14,15402.76,8340.19,7062.57,Partially Paid
INV00883,SR002,2025-03-10,2025-03-14,2025-04-28,12603.02,6204.98,6398.04,Partially Paid
INV00884,SR019,2025-03-20,2025-03-23,2025-05-07,4066,3107.49,958.51,Partially Paid
INV00885,SR017,2024-05-23,2024-05-27,2024-06-26,15128.3,1940.14,13188.16,Partially Paid
INV00886,SR017,2025-02-13,2025-02-17,2025-04-03,18823.26,612.94,18210.32,Partially Paid
INV00887,SR012,2024-07-20,2024-07-22,2024-09-05,19541.89,13645.02,5896.87,Partially Paid
INV00888,SR015,2024-06-10,2024-06-11,2024-07-11,13645.01,5177.3,8467.71,Partially Paid
INV00889,SR004,2024-06-15,2024-06-18,2024-08-17,17305.92,3238.85,14067.07,Partially Paid
INV00890,SR009,2024-05-01,2024-05-04,2024-06-18,19191.27,6584.46,12606.81,Partially Paid
INV00891,SR006,2024-09-12,2024-09-16,2024-10-16,8672.31,6523.27,2149.04,Partially Paid
INV00892,SR012,2025-03-13,2025-03-17,2025-05-01,9289.22,5307.95,3981.27,Partially Paid
INV00893,SR019,2024-12-17,2024-12-19,2025-01-18,14555.9,11704.22,2851.68,Partially Paid
INV00894,SR018,2024-08-09,2024-08-13,2024-09-12,3343.95,3207.34,136.61,Partially Paid
INV00895,SR005,2024-08-30,2024-08-31,2024-09-30,8719.65,1172.55,7547.1,Partially Paid
INV00896,SR021,2024-09-21,2024-09-26,2024-11-25,6656.68,3239.27,3417.41,Partially Paid
INV00897,SR009,2024-10-14,2024-10-19,2024-11-18,8268.84,5709.99,2558.85,Partially Paid
INV00898,SR002,2024-04-20,2024-04-23,2024-06-07,16859.95,1623.64,15236.31,Partially Paid
INV00899,SR024,2024-06-20,2024-06-23,2024-08-07,7525.98,4195.67,3330.31,Partially Paid
INV00900,SR009,2024-06-25,2024-06-26,2024-08-10,2864.13,2484.26,379.87,Partially Paid
INV00901,SR020,2024-04-11,2024-04-16,2024-06-15,13172.38,7092.51,6079.87,Partially Paid
INV00902,SR025,2024-05-25,2024-05-28,2024-07-12,13627.26,6643.2,6984.06,Partially Paid
INV00903,SR024,2024-08-16,2024-08-17,2024-10-01,12466.44,5781.34,6685.1,Partially Paid
INV00904,SR005,2025-03-20,2025-03-22,2025-05-21,16250.48,5482.72,10767.76,Partially Paid
INV00905,SR021,2024-11-09,2024-11-14,2024-12-29,17053.57,1216.67,15836.9,Partially Paid
INV00906,SR006,2024-06-24,2024-06-26,2024-08-10,6679.13,1946.01,4733.12,Partially Paid
INV00907,SR009,2024-11-05,2024-11-09,2024-12-24,17809.99,13909.14,3900.85,Partially Paid
INV00908,SR012,2025-01-17,2025-01-22,2025-03-23,19327.76,8001.48,11326.28,Partially Paid
INV00909,SR006,2025-03-13,2025-03-14,2025-04-13,14691.56,9726.14,4965.42,Partially Paid
INV00910,SR024,2024-12-24,2024-12-25,2025-01-24,3754.75,386.77,3367.98,Partially Paid
INV00911,SR003,2025-04-24,2025-04-28,2025-06-27,1549.6,1194.64,354.96,Partially Paid
INV00912,SR017,2025-01-26,2025-01-27,2025-02-26,5617.82,872.3,4745.52,Partially Paid
INV00913,SR021,2025-04-21,2025-04-25,2025-06-09,4972.44,3667.64,1304.8,Partially Paid
INV00914,SR015,2024-11-16,2024-11-18,2024-12-18,10771.48,1837.7,8933.78,Partially Paid
INV00915,SR002,2024-12-05,2024-12-08,2025-01-22,17352.7,8107.07,9245.63,Partially Paid
INV00916,SR018,2025-04-23,2025-04-26,2025-06-25,9174.48,8895.05,279.43,Partially Paid
INV00917,SR023,2024-10-03,2024-10-05,2024-12-04,12152.89,7669.05,4483.84,Partially Paid
INV00918,SR021,2025-03-25,2025-03-30,2025-05-14,10707.47,6847.73,3859.74,Partially Paid
INV00919,SR010,2025-04-10,2025-04-13,2025-05-28,11023.53,8870.72,2152.81,Partially Paid
INV00920,SR015,2024-06-06,2024-06-09,2024-07-24,5566.24,1689.76,3876.48,Partially Paid
INV00921,SR001,2024-09-24,2024-09-26,2024-11-10,6091.86,3259.75,2832.11,Partially Paid
INV00922,SR023,2025-04-17,2025-04-21,2025-06-05,6342.41,4857.46,1484.95,Partially Paid
INV00923,SR010,2024-11-01,2024-11-03,2024-12-03,11190.14,2110.14,9080,Partially Paid
INV00924,SR018,2024-08-11,2024-08-15,2024-09-14,3683.76,2715.37,968.39,Partially Paid
INV00925,SR013,2025-02-28,2025-03-04,2025-04-03,5628.12,2376.41,3251.71,Partially Paid
INV00926,SR008,2024-09-21,2024-09-26,2024-11-25,13850.49,3942.91,9907.58,Partially Paid
INV00927,SR024,2024-09-29,2024-10-02,2024-11-16,4166.01,285.22,3880.79,Partially Paid
INV00928,SR005,2024-05-28,2024-05-29,2024-07-28,9379.19,4246.59,5132.6,Partially Paid
INV00929,SR023,2024-11-14,2024-11-18,2024-12-18,6752.55,1027.4,5725.15,Partially Paid
INV00930,SR018,2024-01-12,2024-01-14,2024-02-13,6001.23,750.39,5250.84,Partially Paid
INV00931,SR015,2025-01-07,2025-01-08,2025-02-07,2258.84,33.26,2225.58,Partially Paid
INV00932,SR007,2024-06-24,2024-06-28,2024-08-12,15821.64,7885.44,7936.2,Partially Paid
INV00933,SR012,2024-08-25,2024-08-26,2024-10-10,2064.35,1549.44,514.91,Partially Paid
INV00934,SR005,2024-01-29,2024-02-01,2024-03-17,1892,889.52,1002.48,Partially Paid
INV00935,SR007,2025-04-03,2025-04-06,2025-05-21,16650.91,2030.77,14620.14,Partially Paid
INV00936,SR025,2024-12-31,2025-01-02,2025-02-16,15538.89,6883.12,8655.77,Partially Paid
INV00937,SR024,2024-01-18,2024-01-20,2024-03-05,14838.79,1394.26,13444.53,Partially Paid
INV00938,SR022,2024-04-16,2024-04-20,2024-06-04,13788.13,4303.4,9484.73,Partially Paid
INV00939,SR011,2024-03-22,2024-03-23,2024-05-22,18779.71,9782.84,8996.87,Partially Paid
INV00940,SR009,2024-09-03,2024-09-06,2024-10-06,7528.32,392.13,7136.19,Partially Paid
INV00941,SR022,2024-04-21,2024-04-22,2024-05-22,12841.72,4167.31,8674.41,Partially Paid
INV00942,SR006,2025-02-10,2025-02-13,2025-04-14,2833.17,2235.78,597.39,Partially Paid
INV00943,SR001,2025-05-11,2025-05-12,2025-07-11,15777.77,7498.71,8279.06,Partially Paid
INV00944,SR020,2024-03-20,2024-03-23,2024-04-22,5350.08,2674.61,2675.47,Partially Paid
INV00945,SR022,2024-11-12,2024-11-15,2025-01-14,1671.02,594.08,1076.94,Partially Paid
INV00946,SR005,2024-12-25,2024-12-30,2025-01-29,2953.64,687.24,2266.4,Partially Paid
INV00947,SR018,2025-02-07,2025-02-10,2025-03-27,14797.18,315.96,14481.22,Partially Paid
INV00948,SR013,2024-07-02,2024-07-04,2024-08-18,18023.93,8747.05,9276.88,Partially Paid
INV00949,SR015,2024-10-13,2024-10-16,2024-12-15,14092.24,2674.37,11417.87,Partially Paid
INV00950,SR006,2024-10-05,2024-10-08,2024-11-22,14781.85,4069.8,10712.05,Partially Paid
INV00951,SR020,2025-04-13,2025-04-18,2025-05-18,1843.09,285.73,1557.36,Partially Paid
INV00952,SR010,2025-02-23,2025-02-26,2025-04-27,7658.7,5.51,7653.19,Partially Paid
INV00953,SR021,2024-09-16,2024-09-20,2024-11-19,4117.92,77.09,4040.83,Partially Paid
INV00954,SR012,2025-02-01,2025-02-06,2025-03-08,6753.53,427.78,6325.75,Partially Paid
INV00955,SR018,2025-02-23,2025-02-27,2025-03-29,10719.36,5333.41,5385.95,Partially Paid
INV00956,SR018,2024-03-19,2024-03-24,2024-05-08,6790.7,4352.19,2438.51,Partially Paid
INV00957,SR004,2024-02-19,2024-02-24,2024-04-24,1800.26,1503.57,296.69,Partially Paid
INV00958,SR005,2024-04-01,2024-04-02,2024-05-02,2587.58,495.82,2091.76,Partially Paid
INV00959,SR002,2024-10-19,2024-10-23,2024-12-22,10053.24,6272.93,3780.31,Partially Paid
INV00960,SR019,2024-05-11,2024-05-12,2024-06-26,4804.09,3448.59,1355.5,Partially Paid
INV00961,SR001,2025-04-21,2025-04-23,2025-06-22,10082.41,8971,1111.41,Partially Paid
INV00962,SR003,2024-08-27,2024-08-28,2024-10-12,11381.39,10678.52,702.87,Partially Paid
INV00963,SR014,2025-02-24,2025-02-27,2025-04-28,1636.85,1009.83,627.02,Partially Paid
INV00964,SR017,2024-01-21,2024-01-22,2024-03-07,2019.74,436.06,1583.68,Partially Paid
INV00965,SR017,2024-02-19,2024-02-20,2024-04-20,5004.85,1928.52,3076.33,Partially Paid
INV00966,SR007,2024-09-26,2024-09-28,2024-11-27,12693.84,2270.9,10422.94,Partially Paid
INV00967,SR024,2024-10-12,2024-10-16,2024-12-15,2557.53,1633.3,924.23,Partially Paid
INV00968,SR012,2024-12-11,2024-12-15,2025-02-13,13472.23,11893.61,1578.62,Partially Paid
INV00969,SR006,2025-02-09,2025-02-11,2025-04-12,8330.36,2811.6,5518.76,Partially Paid
INV00970,SR006,2024-09-30,2024-10-05,2024-11-19,18703.64,16879.75,1823.89,Partially Paid
INV00971,SR018,2024-06-15,2024-06-18,2024-08-02,15401.6,6631.75,8769.85,Partially Paid
INV00972,SR024,2024-06-14,2024-06-19,2024-07-19,11481.32,2456.18,9025.14,Partially Paid
INV00973,SR025,2024-10-08,2024-10-11,2024-11-25,19252.21,8615.36,10636.85,Partially Paid
INV00974,SR013,2024-01-01,2024-01-02,2024-02-16,12117.38,6272.07,5845.31,Partially Paid
INV00975,SR010,2024-01-04,2024-01-07,2024-02-06,4689.04,1476.6,3212.44,Partially Paid
INV00976,SR025,2025-02-24,2025-02-27,2025-04-28,10469.79,5974.78,4495.01,Partially Paid
INV00977,SR019,2024-03-20,2024-03-21,2024-04-20,9477.21,1479.46,7997.75,Partially Paid
INV00978,SR009,2024-07-06,2024-07-11,2024-08-10,5043.39,4090.56,952.83,Partially Paid
INV00979,SR003,2024-10-19,2024-10-23,2024-12-22,18398.7,13509.54,4889.16,Partially Paid
INV00980,SR024,2024-06-15,2024-06-19,2024-07-19,10021.39,9009.47,1011.92,Partially Paid
INV00981,SR023,2024-10-22,2024-10-23,2024-12-22,13023.97,486.73,12537.24,Partially Paid
INV00982,SR019,2024-07-14,2024-07-15,2024-08-14,18476.49,6178.35,12298.14,Partially Paid
INV00983,SR014,2024-08-01,2024-08-02,2024-09-01,15079.73,12809.9,2269.83,Partially Paid
INV00984,SR001,2024-11-20,2024-11-24,2024-12-24,6443.28,265.35,6177.93,Partially Paid
INV00985,SR018,2024-10-16,2024-10-18,2024-12-02,10296.83,2273.51,8023.32,Partially Paid
INV00986,SR002,2024-12-10,2024-12-14,2025-01-28,15180.38,8732.59,6447.79,Partially Paid
INV00987,SR003,2024-04-23,2024-04-27,2024-06-11,15834.18,2343.65,13490.53,Partially Paid
INV00988,SR011,2024-02-12,2024-02-16,2024-04-16,15033.64,8240.73,6792.91,Partially Paid
INV00989,SR009,2024-02-13,2024-02-17,2024-04-17,8972.58,6261.7,2710.88,Partially Paid
INV00990,SR025,2024-03-10,2024-03-14,2024-05-13,4363.12,1724.82,2638.3,Partially Paid
INV00991,SR019,2024-04-10,2024-04-15,2024-06-14,19943.04,10455.09,9487.95,Partially Paid
INV00992,SR008,2024-02-06,2024-02-09,2024-03-25,6806.53,6290.17,516.36,Partially Paid
INV00993,SR003,2024-02-27,2024-03-02,2024-04-16,7622.72,1452.05,6170.67,Partially Paid
INV00994,SR012,2024-10-31,2024-11-01,2024-12-16,3800.48,1329.09,2471.39,Partially Paid
INV00995,SR015,2024-11-15,2024-11-17,2025-01-01,1375.11,1125.08,250.03,Partially Paid
INV00996,SR007,2024-12-16,2024-12-19,2025-01-18,15275.81,13026.66,2249.15,Partially Paid
INV00997,SR004,2025-01-13,2025-01-14,2025-02-13,19004.35,17611.9,1392.45,Partially Paid
INV00998,SR010,2024-01-08,2024-01-11,2024-03-11,16183.48,4937.87,11245.61,Partially Paid
INV00999,SR016,2024-01-12,2024-01-15,2024-02-14,14930.25,3163.35,11766.9,Partially Paid
INV01000,SR018,2024-09-24,2024-09-27,2024-11-26,9919.01,7240.12,2678.89,Partially Paid
INV01001,SR005,2024-12-21,2024-12-22,2025-02-05,11868.6,7875.15,3993.45,Partially Paid
INV01002,SR002,2024-05-10,2024-05-12,2024-06-11,6038.26,4765.33,1272.93,Partially Paid
INV01003,SR020,2024-05-18,2024-05-19,2024-07-03,13267.78,110.58,13157.2,Partially Paid
INV01004,SR013,2024-12-04,2024-12-07,2025-02-05,17115.62,11298.03,5817.59,Partially Paid
INV01005,SR004,2024-01-10,2024-01-13,2024-03-13,8037.2,7874.79,162.41,Partially Paid
INV01006,SR017,2025-05-15,2025-05-16,2025-06-30,9950.91,5941.75,4009.16,Partially Paid
INV01007,SR003,2024-04-05,2024-04-07,2024-06-06,19352.43,10850.67,8501.76,Partially Paid
INV01008,SR023,2024-01-12,2024-01-13,2024-02-12,18484.27,5636.36,12847.91,Partially Paid
INV01009,SR016,2024-07-20,2024-07-22,2024-08-21,7262.21,2555.67,4706.54,Partially Paid
INV01010,SR021,2024-06-03,2024-06-05,2024-08-04,5879.63,364.59,5515.04,Partially Paid
INV01011,SR009,2025-03-25,2025-03-29,2025-04-28,18910.67,17948.43,962.24,Partially Paid
INV01012,SR008,2024-03-18,2024-03-21,2024-05-05,13310.17,1168.57,12141.6,Partially Paid
INV01013,SR013,2024-09-23,2024-09-28,2024-11-27,13887.2,5795.59,8091.61,Partially Paid
INV01014,SR019,2024-03-19,2024-03-23,2024-05-07,18239.84,6006.1,12233.74,Partially Paid
INV01015,SR018,2024-03-08,2024-03-10,2024-05-09,3202.24,1733.54,1468.7,Partially Paid
INV01016,SR007,2025-03-17,2025-03-19,2025-05-03,13926.38,12514.85,1411.53,Partially Paid
INV01017,SR005,2024-08-08,2024-08-10,2024-10-09,18694.08,17144.57,1549.51,Partially Paid
INV01018,SR011,2024-02-04,2024-02-09,2024-04-09,18997.73,2249.09,16748.64,Partially Paid
INV01019,SR011,2025-03-05,2025-03-07,2025-05-06,1074.93,342.57,732.36,Partially Paid
INV01020,SR014,2025-05-07,2025-05-11,2025-06-25,9138.59,8533.33,605.26,Partially Paid
INV01021,SR021,2025-04-22,2025-04-25,2025-05-25,15692.6,1675.52,14017.08,Partially Paid
INV01022,SR006,2024-01-14,2024-01-19,2024-03-19,5703.82,3234.31,2469.51,Partially Paid
INV01023,SR008,2024-11-01,2024-11-03,2024-12-03,13903.87,4995.12,8908.75,Partially Paid
INV01024,SR023,2025-02-03,2025-02-07,2025-03-09,10295.33,6225.71,4069.62,Partially Paid
INV01025,SR023,2024-11-28,2024-12-01,2024-12-31,17116.52,8411.84,8704.68,Partially Paid
INV01026,SR005,2024-03-24,2024-03-26,2024-04-25,1128.48,862.77,265.71,Partially Paid
INV01027,SR001,2025-04-18,2025-04-21,2025-06-05,4839.81,3249.15,1590.66,Partially Paid
INV01028,SR007,2025-01-22,2025-01-24,2025-02-23,3953.02,3773.94,179.08,Partially Paid
INV01029,SR015,2025-03-19,2025-03-24,2025-05-08,13913.32,12059.72,1853.6,Partially Paid
INV01030,SR008,2024-08-06,2024-08-10,2024-09-09,12354.63,10184.27,2170.36,Partially Paid
INV01031,SR024,2024-06-09,2024-06-13,2024-08-12,18813.21,10759.92,8053.29,Partially Paid
INV01032,SR018,2024-09-25,2024-09-26,2024-11-25,2631.67,1202.41,1429.26,Partially Paid
INV01033,SR002,2025-03-25,2025-03-27,2025-05-26,10988.45,10810.77,177.68,Partially Paid
INV01034,SR002,2024-10-12,2024-10-16,2024-12-15,15420.62,14843.77,576.85,Partially Paid
INV01035,SR007,2024-05-29,2024-06-02,2024-07-17,17745.75,13729.48,4016.27,Partially Paid
INV01036,SR010,2024-08-24,2024-08-26,2024-10-10,6241.18,5735.85,505.33,Partially Paid
INV01037,SR023,2024-09-21,2024-09-23,2024-11-07,16682.92,7535.64,9147.28,Partially Paid
INV01038,SR024,2024-09-13,2024-09-14,2024-10-14,15685.26,14710.3,974.96,Partially Paid
INV01039,SR023,2024-10-06,2024-10-08,2024-11-22,8564.41,3861.57,4702.84,Partially Paid
INV01040,SR006,2024-08-20,2024-08-25,2024-10-24,17968,15857.63,2110.37,Partially Paid
INV01041,SR003,2024-05-08,2024-05-11,2024-07-10,13147.24,9353.86,3793.38,Partially Paid
INV01042,SR006,2025-01-02,2025-01-03,2025-02-02,2726.22,1225.16,1501.06,Partially Paid
INV01043,SR012,2024-02-13,2024-02-18,2024-04-18,7989.7,6320.38,1669.32,Partially Paid
INV01044,SR017,2024-11-09,2024-11-11,2024-12-26,11231.74,493.14,10738.6,Partially Paid
INV01045,SR006,2025-04-12,2025-04-15,2025-06-14,17490.46,15088.54,2401.92,Partially Paid
INV01046,SR006,2025-03-20,2025-03-22,2025-04-21,15498.56,795.24,14703.32,Partially Paid
INV01047,SR010,2024-06-07,2024-06-11,2024-07-26,12715.83,1494.8,11221.03,Partially Paid
INV01048,SR005,2025-05-06,2025-05-08,2025-06-07,12639.93,3199.31,9440.62,Partially Paid
INV01049,SR015,2024-09-11,2024-09-15,2024-11-14,16245.36,9876.92,6368.44,Partially Paid
INV01050,SR016,2024-05-01,2024-05-03,2024-07-02,13359.68,6061.8,7297.88,Partially Paid
INV01051,SR015,2024-02-10,2024-02-15,2024-04-15,628.17,554.15,74.02,Partially Paid
INV01052,SR009,2024-11-13,2024-11-18,2024-12-18,1453.92,215.55,1238.37,Partially Paid
INV01053,SR021,2024-06-27,2024-06-28,2024-07-28,17149.67,11438.77,5710.9,Partially Paid
INV01054,SR020,2024-06-01,2024-06-04,2024-07-04,1456.11,607.14,848.97,Partially Paid
INV01055,SR006,2024-03-23,2024-03-26,2024-05-25,13388.03,9369.57,4018.46,Partially Paid
INV01056,SR019,2025-02-07,2025-02-12,2025-03-14,19342.72,14494.17,4848.55,Partially Paid
INV01057,SR012,2025-04-21,2025-04-22,2025-05-22,15485.98,4999.21,10486.77,Partially Paid
INV01058,SR013,2025-02-23,2025-02-24,2025-04-10,16944.54,1100.14,15844.4,Partially Paid
INV01059,SR016,2024-03-09,2024-03-10,2024-05-09,17258.45,5681.63,11576.82,Partially Paid
INV01060,SR014,2024-09-25,2024-09-27,2024-11-26,4576.49,266.28,4310.21,Partially Paid
INV01061,SR019,2025-01-08,2025-01-13,2025-02-12,9931.43,6839.32,3092.11,Partially Paid
INV01062,SR023,2024-05-27,2024-05-31,2024-07-30,17032.06,4422.55,12609.51,Partially Paid
INV01063,SR019,2024-11-15,2024-11-18,2024-12-18,12478.65,6194.36,6284.29,Partially Paid
INV01064,SR024,2024-11-19,2024-11-23,2025-01-07,16255.62,14364.5,1891.12,Partially Paid
INV01065,SR008,2024-12-28,2024-12-31,2025-01-30,530.83,12.73,518.1,Partially Paid
INV01066,SR021,2025-02-11,2025-02-12,2025-04-13,17037.36,13622.47,3414.89,Partially Paid
INV01067,SR014,2024-07-30,2024-07-31,2024-09-14,7318.18,5898.77,1419.41,Partially Paid
INV01068,SR007,2024-01-06,2024-01-08,2024-03-08,5991.72,4734.63,1257.09,Partially Paid
INV01069,SR010,2024-06-02,2024-06-07,2024-08-06,6816.51,41.79,6774.72,Partially Paid
INV01070,SR022,2024-06-19,2024-06-22,2024-08-06,14625.73,9009.35,5616.38,Partially Paid
INV01071,SR001,2025-03-02,2025-03-04,2025-04-03,6945.04,2346.98,4598.06,Partially Paid
INV01072,SR022,2024-09-02,2024-09-06,2024-10-06,13090.22,6302.88,6787.34,Partially Paid
INV01073,SR021,2024-08-23,2024-08-28,2024-10-12,9518.17,7749.38,1768.79,Partially Paid
INV01074,SR024,2024-01-29,2024-02-03,2024-03-19,11516.38,7810.38,3706,Partially Paid
INV01075,SR018,2024-10-01,2024-10-02,2024-11-01,11759.25,3900.77,7858.48,Partially Paid
INV01076,SR012,2024-02-03,2024-02-05,2024-03-21,16894.41,5729.78,11164.63,Partially Paid
INV01077,SR013,2024-11-16,2024-11-21,2024-12-21,11634.14,4532.27,7101.87,Partially Paid
